"Word", "Tag", "Score"
perigee,n,0
perigon,n,0
perigonal,a,0
perigone,n,0
perigonium,n,0
perihelion,n,0
perijove,n,0
peril,n,-6.95328
peril,v,1.26848
perilous,a,0
perilously,r,0
perilousness,n,0
perilune,n,0
perilymph,n,0
perimeter,n,0
perimysium,n,0
perinasal,a,0
perinatal,a,0
perinatologist,n,0
perinatology,n,0
perineal,a,0
perineal_artery,n,0
perineotomy,n,0
perineum,n,0
perineurium,n,0
period,n,0
period_of_play,n,0
period_of_time,n,0
period_piece,n,0
periodic,a,0
periodic_acid,n,0
periodic_apnea_of_the_newborn,n,0
periodic_breathing,n,0
periodic_edema,n,0
periodic_event,n,0
periodic_law,n,0
periodic_motion,n,0
periodic_movement,n,0
periodic_sentence,n,0
periodic_table,n,0
periodical,a,0
periodical,n,0
periodical_cicada,n,0
periodically,r,0
periodicity,n,0
periodontal,a,0
periodontal_disease,n,0
periodontia,n,0
periodontic,a,0
periodontics,n,0
periodontist,n,0
periodontitis,n,0
periosteum,n,0
peripatetic,a,0
peripatetic,n,0
peripateticism,n,0
peripatus,n,0
peripeteia,n,0
peripetia,n,0
peripety,n,0
peripheral,a,0
peripheral,n,0
peripheral_device,n,0
peripheral_nervous_system,n,0
peripheral_vision,n,0
peripherally,r,0
periphery,n,0
periphrasis,n,0
periphrastic,a,0
peripteral,a,0
perirhinal,a,0
periscope,n,0
periselene,n,0
perish,v,-8.4416
perishability,n,0
perishable,a,0
perishable,n,0
perishableness,n,0
perisher,n,0
perisperm,n,0
perissodactyl,n,0
perissodactyl_mammal,n,0
peristalsis,n,0
peristome,n,0
peristylar,a,0
peristyle,n,0
perithecium,n,0
perithelial,a,0
perithelium,n,0
peritoneal,a,0
peritoneal_cavity,n,0
peritoneal_inflammation,n,0
peritoneum,n,0
peritonitis,n,0
peritonsillar_abscess,n,0
peritrichous,a,0
periwig,n,0
periwigged,a,0
periwinkle,n,0
periwinkle_plant_derivative,n,0
perjure,v,0
perjurer,n,0
perjury,n,0
perk,n,0
perk,v,0.0256087281631
perk_up,v,-0.328800847793
perked_up,a,0
perkily,r,0
perkiness,n,0
perky,a,0
perleche,n,0
perm,n,0
perm,v,0
permafrost,n,0
permanence,n,0
permanency,n,0
permanent,a,0
permanent,n,0
permanent-press,a,0
permanent_injunction,n,0
permanent_magnet,n,0
permanent_press,n,0
permanent_tooth,n,0
permanent_wave,n,0
permanently,r,-0.31712
permanganate,n,0
permanganate_of_potash,n,0
permanganic_acid,n,0
permeability,n,0
permeable,a,0
permeableness,n,0
permeant,a,0
permeate,v,0.0811074661384
permeating,a,0
permeation,n,0
permeative,a,0
permed,a,0
permissibility,n,0
permissible,a,0
permissibly,r,0
permission,n,2.48832
permissive,a,0
permissive_waste,n,0.31712
permissively,r,0
permissiveness,n,-0.31712
permit,n,0
permit,v,2.48832
permutability,n,0
permutable,a,0
permutableness,n,0
permutation,n,0.31712
permute,v,0
pernambuco_wood,n,0
pernicious,a,0
pernicious_anaemia,n,0
pernicious_anemia,n,0
perniciously,r,0
perniciousness,n,0
pernickety,a,0
pernio,n,0
pernyi_moth,n,0
peroneal,a,0
peroneal_vein,n,0
peroneus,n,0
perorate,v,0
peroration,n,0
peroxidase,n,0
peroxide,n,0
peroxide,v,0
peroxide_blond,n,0
peroxide_blonde,n,0
perpendicular,a,0
perpendicular,n,0
perpendicular_style,n,0
perpendicularity,n,0
perpendicularly,r,0
perpetrate,v,0
perpetration,n,-0.31712
perpetrator,n,0.31712
perpetual,a,0
perpetual_calendar,n,0
perpetual_motion,n,0
perpetual_motion_machine,n,0
perpetual_warrant,n,0
perpetually,r,0
perpetuate,v,0
perpetuation,n,0
perpetuity,n,0
perphenazine,n,0
perplex,v,-9.92992
perplexed,a,0
perplexedly,r,0
perplexing,a,0
perplexity,n,-2.48832
perquisite,n,0
perry,n,0
persecute,v,-3.97664
persecution,n,-2.48832
persecutor,n,0
perseverance,n,3.752728064
perseverate,v,0
perseveration,n,-0.6739975168
persevere,v,2.48832
persevering,a,0
perseveringly,r,0
persiflage,n,0
persimmon,n,0
persimmon_tree,n,0
persist,v,0
persist_in,v,0
persistence,n,0
persistency,n,-0.751064064
persistent,a,0
persistently,r,0
persisting,a,0
persnickety,a,0
person,n,0
person-to-person,a,0
person-to-person,r,0
person_agreement,n,0
person_hour,n,0
person_of_color,n,0
person_of_colour,n,0
persona,n,0
persona_grata,n,0
persona_non_grata,n,0
personable,a,0
personableness,n,0
personage,n,0
personal,a,0
personal,n,0
personal_appeal,n,-0.375532032
personal_business,n,0
personal_care,n,0
personal_chattel,n,0
personal_check,n,0
personal_cheque,n,0
personal_computer,n,0
personal_credit_line,n,0
personal_digital_assistant,n,0
personal_effects,n,0
personal_equation,n,0
personal_estate,n,0
personal_expense,n,0
personal_foul,n,0
personal_identification_number,n,0
personal_identity,n,-0.31712
personal_income,n,0
personal_judgement,n,0
personal_judgment,n,0
personal_letter,n,0
personal_line_of_credit,n,0
personal_loan,n,0
personal_magnetism,n,-0.0141971456
personal_manner,n,0
personal_matters,n,0
personal_memory,n,0
personal_organiser,n,0
personal_organizer,n,0
personal_pronoun,n,0
personal_property,n,0
personal_relation,n,0
personal_relationship,n,0
personal_representative,n,0
personalise,v,0
personalised,a,0
personality,n,0
personality_assessment,n,0
personality_disorder,n,0
personality_inventory,n,0
personality_test,n,0
personalize,v,0
personalized,a,0
personally,r,0
personalty,n,0
personate,v,0
personation,n,0
personhood,n,0
personification,n,0
personify,v,0
personnel,n,0
personnel_carrier,n,0
personnel_casualty,n,0.31712
personnel_department,n,0
personnel_office,n,0
personnel_pouch,n,0
perspective,n,0
perspicacious,a,0
perspicaciousness,n,-0.375532032
perspicacity,n,-0.0141971456
perspicuity,n,0
perspicuous,a,0
perspicuously,r,0
perspicuousness,n,0
perspiration,n,0
perspire,v,0
perspirer,n,0
persuadable,a,0
persuade,v,0
persuader,n,0
persuasible,a,0
persuasion,n,0
persuasive,a,0
persuasively,r,0
persuasiveness,n,0
pert,a,0
pertain,v,0.31712
pertainym,n,0
pertinacious,a,0
pertinaciously,r,0
pertinacity,n,-0.0283942912
pertinence,n,0
pertinency,n,0
pertinent,a,0
pertinently,r,0
pertly,r,0
pertness,n,0
perturb,v,-5.46496
perturbation,n,0.95136
perturbed,a,0
perturbing,a,0
pertussis,n,0
peruke,n,0
peruked,a,0
perusal,n,0
peruse,v,0
perusing,n,0
pervade,v,0
pervaporate,v,0
pervaporation,n,0
pervasion,n,0
pervasive,a,0
pervasively,r,0
pervasiveness,n,0
perverse,a,0
perversely,r,0
perverseness,n,0
perversion,n,0
perversity,n,0
perversive,a,0
pervert,n,-2.48832
pervert,v,0.95136
perverted,a,0
pervious,a,0
perviousness,n,0
pes,n,0
pes_cavus,n,0
pes_planus,n,0
pesantran,n,0
pesantren,n,0
peseta,n,0
pesewa,n,0
peshmerga,n,0
pesky,a,0
peso,n,0
pessary,n,0
pessimal,a,0
pessimism,n,-2.48832
pessimist,n,0
pessimistic,a,0
pessimistically,r,0
pessimum,a,0
pest,n,-3.2132347265
pester,v,0.63424
pestered,a,0
pesterer,n,0.680548249108
pestering,a,0
pesthole,n,0
pesthouse,n,0
pesticide,n,0
pesticide_poisoning,n,0
pestiferous,a,0
pestilence,n,1.12970755391
pestilent,a,0
pestilential,a,0
pestis,n,0.239734622716
pestis_ambulans,n,0
pestis_bubonica,n,0
pestle,n,0
pestle,v,0
pesto,n,0
pet,a,0
pet,n,0
pet,v,0
pet-food,n,0
pet_food,n,0
pet_name,n,0
pet_peeve,n,0
pet_shop,n,0
pet_sitter,n,0
pet_sitting,n,0
petabit,n,0
petabyte,n,0
petal,n,0
petal-like,a,0
petaled,a,0
petalled,a,0
petalless,a,0
petallike,a,0
petaloid,a,0
petalous,a,0
petard,n,0
petchary,n,0
petcock,n,0
petechia,n,0
peter,n,0
peter_out,v,0
petfood,n,0
petiole,n,0
petiolule,n,0
petit_bourgeois,n,0
petit_dejeuner,n,0
petit_four,n,0
petit_juror,n,0
petit_jury,n,0
petit_larceny,n,0
petit_mal,n,0
petit_mal_epilepsy,n,0
petit_point,n,0
petite,a,0
petite,n,0
petite_bourgeoisie,n,0
petite_marmite,n,0
petiteness,n,0
petitio,n,0
petitio_principii,n,0
petition,n,0
petition,v,0
petitionary,a,0
petitioner,n,0
petrel,n,0
petrifaction,n,0
petrification,n,0
petrify,v,0
petrifying,a,0
petrissage,n,0
petrochemical,n,0
petroglyph,n,0
petrol,n,0
petrol_bomb,n,0
petrol_engine,n,0
petrol_gage,n,0
petrol_gauge,n,0
petrol_line,n,0
petrol_pump,n,0
petrol_station,n,0
petrol_tank,n,0
petrolatum,n,0
petrolatum_gauze,n,0
petroleum,n,0
petroleum_future,n,0
petroleum_geologist,n,0
petroleum_geology,n,0
petroleum_jelly,n,0
petroleum_refinery,n,0
petrology,n,0
petrous,a,0
petter,n,0
petticoat,n,0
petticoated,a,0
pettifog,v,0.31712
pettifogger,n,0
pettifoggery,n,0
pettily,r,0
pettiness,n,0
petting,n,0
petting_zoo,n,0
pettish,a,0
pettishly,r,0
pettishness,n,0.31712
petty,a,0
petty,n,0
petty_apartheid,n,0
petty_bourgeoisie,n,0
petty_cash,n,0
petty_criticism,n,0
petty_juror,n,0
petty_jury,n,0
petty_larceny,n,0
petty_morel,n,0
petty_officer,n,0
petty_spurge,n,0
petty_whin,n,0
petulance,n,0
petulant,a,0
petulantly,r,0
petunia,n,0
pew,n,0
pewee,n,0
pewit,n,0
pewit_gull,n,0
pewter,n,0
peyote,n,0
pfannkuchen,n,0
pfennig,n,0
phacelia,n,0
phacoemulsification,n,0
phaeochromocytoma,n,0
phaeton,n,0
phage,n,0
phagocyte,n,0
phagocytic,a,0
phagocytosis,n,0
phaius,n,0
phalacrosis,n,0
phalangeal,a,0
phalanger,n,0
phalangist,n,0
phalangitis,n,0
phalanx,n,0
phalarope,n,0
phallic,a,0
phallic_phase,n,0
phallic_stage,n,0
phalloplasty,n,0
phallus,n,0
phalsa,n,0
phanerogam,n,0
phaneromania,n,0
phantasm,n,0
phantasma,n,0
phantasmagoria,n,0
phantasmagoric,a,0
phantasmagorical,a,0
phantasmal,a,0
phantasy,n,-0.31712
phantasy_life,n,0
phantasy_world,n,0
phantom,a,0
phantom,n,0
phantom_limb,n,0
phantom_limb_pain,n,0
phantom_limb_syndrome,n,0
phantom_orchid,n,0
pharaoh's_ant,n,0
pharaoh_ant,n,0
pharisaic,a,0
pharisaical,a,0
pharisee,n,0
pharma,n,0
pharmaceutic,a,0
pharmaceutic,n,0
pharmaceutical,a,0
pharmaceutical,n,0
pharmaceutical_chemist,n,0
pharmaceutical_company,n,0
pharmaceutics,n,0
pharmacist,n,0
pharmacogenetics,n,0
pharmacokinetics,n,0
pharmacologic,a,0
pharmacological,a,0
pharmacological_medicine,n,0
pharmacologically,r,0
pharmacologist,n,0
pharmacology,n,0
pharmacopeia,n,0
pharmacopoeia,n,0
pharmacy,n,0
pharos,n,-0.31712
pharyngeal,a,0
pharyngeal,n,0
pharyngeal_consonant,n,0
pharyngeal_recess,n,0
pharyngeal_reflex,n,0
pharyngeal_tonsil,n,0
pharyngeal_vein,n,0
pharyngitis,n,0
pharynx,n,0
phase,n,0
phase,v,0
phase-out,n,0
phase_I,n,0
phase_II,n,0
phase_III,n,0
phase_III_clinical_trial,n,0
phase_II_clinical_trial,n,0
phase_IV,n,0
phase_IV_clinical_trial,n,0
phase_I_clinical_trial,n,0
phase_angle,n,0
phase_change,n,0
phase_in,v,0
phase_modulation,n,0
phase_of_cell_division,n,0
phase_of_the_moon,n,0
phase_out,v,0
phase_space,n,0
phase_transition,n,0
phasianid,n,0
phasmid,n,0
phasmid_insect,n,0
phatic_communication,n,0
phatic_speech,n,0
pheasant,n,0
pheasant's-eye,n,0
pheasant_coucal,n,0
pheasant_cuckoo,n,0
pheasant_under_glass,n,0
phellem,n,0
phenacetin,n,0
phenacomys,n,0
phenazopyridine,n,0
phencyclidine,n,0
phencyclidine_hydrochloride,n,0
phenelzine,n,0
pheniramine,n,0
pheno-safranine,n,0
phenobarbital,n,0
phenobarbitone,n,0
phenol,n,0
phenolic,n,0
phenolic_plastic,n,0
phenolic_resin,n,0
phenolic_urea,n,0
phenolphthalein,n,0
phenomenal,a,0
phenomenally,r,0
phenomenology,n,0
phenomenon,n,0
phenoplast,n,0
phenothiazine,n,0
phenotype,n,0
phenotypic,a,0
phenotypical,a,0
phenoxymethyl_penicillin,n,0
phensuximide,n,0
phentolamine,n,0
phenyl_salicylate,n,0
phenylacetamide,n,0
phenylalanine,n,0
phenylamine,n,0
phenylbutazone,n,0
phenylephrine,n,0
phenylethylene,n,0
phenylic_acid,n,0
phenylketonuria,n,0
phenylpropanolamine,n,0
phenyltoloxamine,n,0
phenytoin,n,0
pheochromocytoma,n,0
pheresis,n,0
pheromone,n,0
phi,n,0
phi_coefficient,n,0
phi_correlation,n,0
phial,n,0
philadelphus,n,0
philander,v,-0.31712
philanderer,n,0
philanthropic,a,0
philanthropic_foundation,n,0
philanthropic_gift,n,0
philanthropically,r,0
philanthropist,n,0
philanthropy,n,0
philatelic,a,0
philatelical,a,0
philatelically,r,0
philatelist,n,0
philately,n,0
philharmonic,a,0
philharmonic,n,0
philharmonic_pitch,n,0
philhellene,a,0
philhellene,n,0
philhellenic,a,0
philhellenism,n,0
philhellenist,n,0
philia,n,-0.95136
philippic,n,0
philistine,a,0
philistine,n,0
philistinism,n,0
phillipsite,n,0
philodendron,n,0
philogyny,n,0
philological,a,0
philologist,n,0
philologue,n,0
philology,n,0
philomath,n,0
philosopher,n,0
philosopher's_stone,n,0
philosopher's_wool,n,0
philosophers'_stone,n,0
philosophers'_wool,n,0
philosophic,a,0
philosophical,a,0
philosophical_doctrine,n,0
philosophical_system,n,0
philosophical_theory,n,0
philosophically,r,0
philosophise,v,0
philosophiser,n,0
philosophize,v,0
philosophizer,n,0
philosophizing,n,0
philosophy,n,0
philosophy_department,n,0
philter,n,0
philtre,n,0
phimosis,n,0
phiz,n,0
phlebectomy,n,0
phlebitis,n,0
phlebogram,n,0
phlebothrombosis,n,0
phlebotomise,v,0
phlebotomist,n,0
phlebotomize,v,0
phlebotomus,n,0
phlebotomy,n,0
phlegm,n,0.31712
phlegmasia_alba_dolens,n,0
phlegmatic,a,0
phlegmatical,a,0
phlegmatically,r,0
phlegmy,a,0
phloem,n,0
phlogiston,n,0
phlogopite,n,0
phlomis,n,0
phlox,n,0
phlox_family,n,0
phobia,n,-2.1956783358
phobic,a,0
phobic_disorder,n,0.558990243594
phobic_neurosis,n,0.125110738747
phobophobia,n,0
phocine,a,0
phocomelia,n,0
phoebe,n,0
phoebe_bird,n,0
phoenicophorium,n,0
phoenix,n,0
phoenix_tree,n,0
phon,n,0
phonate,v,0
phonation,n,0
phone,n,0
phone,v,0
phone-in,n,0
phone_bill,n,0
phone_book,n,0
phone_booth,n,0
phone_call,n,0
phone_card,n,0
phone_company,n,0
phone_cord,n,0
phone_jack,n,0
phone_line,n,0
phone_message,n,0
phone_number,n,0
phone_plug,n,0
phone_service,n,0
phone_system,n,0
phone_tapper,n,0
phonebook,n,0
phoneme,n,0
phonemic,a,0
phonemic,r,0
phonemic_system,n,0
phonemics,n,0
phoner,n,0
phonetic,a,0
phonetic_alphabet,n,0
phonetic_symbol,n,0
phonetic_transcription,n,0
phonetically,r,0
phonetician,n,0
phonetics,n,0
phoney,a,0
phoney,n,0.375532032
phonic,a,0
phonics,n,0
phonogram,n,0
phonogramic,a,0
phonograph,n,0
phonograph_album,n,0
phonograph_needle,n,0
phonograph_record,n,0
phonograph_recording,n,0
phonograph_recording_disk,n,0
phonologic,a,0
phonologic_system,n,0
phonological,a,0
phonological_system,n,0
phonologist,n,0
phonology,n,0
phonophobia,n,0
phony,a,0
phony,n,0.0141971456
phoronid,n,0
phosgene,n,0
phosphatase,n,0
phosphate,n,0
phosphate_buffer_solution,n,0
phosphine,n,0
phosphocreatine,n,0
phospholipid,n,0
phosphoprotein,n,0
phosphor,n,0
phosphor_bronze,n,0
phosphoresce,v,0
phosphorescence,n,0
phosphorescent,a,0
phosphoric,a,0
phosphoric_acid,n,0
phosphorous,a,0
phosphorous_acid,n,0
phosphorus,n,0
phot,n,0
photalgia,n,0
photic,a,0
photo,n,0
photo-offset,n,0
photo-offset_printing,n,0
photo_credit,n,0
photo_finish,n,0
photo_op,n,0
photo_opportunity,n,0
photocathode,n,0
photocell,n,0
photochemical,a,0
photochemical_exchange,n,0
photochemical_reaction,n,0
photochemistry,n,0
photocoagulation,n,0
photocoagulator,n,0
photoconduction,n,0
photoconductive,a,0
photoconductive_cell,n,0
photoconductivity,n,0
photocopier,n,0
photocopy,n,0
photocopy,v,0
photoelectric,a,0
photoelectric_cell,n,0
photoelectric_emission,n,0
photoelectrical,a,0
photoelectrically,r,0
photoelectricity,n,0
photoelectron,n,0
photoemission,n,0
photoemissive,a,0
photoengraving,n,0
photoflash,n,0
photoflood,n,0
photogelatin_process,n,0
photogenic,a,0
photogenic_epilepsy,n,0
photograph,n,0
photograph,v,0
photograph_album,n,0
photographer,n,0
photographer's_model,n,0
photographic,a,0
photographic_camera,n,0
photographic_density,n,0
photographic_emulsion,n,0
photographic_equipment,n,0
photographic_film,n,0
photographic_material,n,0
photographic_paper,n,0
photographic_plate,n,0
photographic_print,n,0
photographically,r,0
photography,n,0
photogravure,n,0
photojournalism,n,0
photojournalist,n,0
photolithograph,n,0
photolithography,n,0
photomechanical,a,0
photomechanics,n,0
photometer,n,0
photometric,a,0
photometrical,a,0
photometrically,r,0
photometrician,n,0
photometrist,n,0
photometry,n,0
photomicrograph,n,0
photomontage,n,0
photomosaic,n,0
photon,n,0
photophobia,n,0
photopic_vision,n,0
photopigment,n,0
photoplate_making,n,0
photoretinitis,n,0
photosensitise,v,0
photosensitive,a,0
photosensitivity,n,0
photosensitize,v,0
photosphere,n,0
photostat,n,0
photostat,v,0
photosynthesis,n,0
photosynthetic,a,0
phototherapy,n,0
phototrophic_bacteria,n,0
phototropic_bacteria,n,0
phototropism,n,0
photovoltaic,a,0
photovoltaic_cell,n,0
phragmacone,n,0
phragmocone,n,0
phrasal,a,0
phrasal_idiom,n,0
phrasal_verb,n,0
phrase,n,0
phrase,v,0
phrase_book,n,0
phrase_structure,n,0
phraseology,n,0
phrasing,n,0
phratry,n,0
phreatic,a,0
phrenetic,a,0
phrenic,a,0
phrenic_nerve,n,0
phrenic_vein,n,0
phrenitis,n,0
phrenological,a,0
phrenologist,n,0
phrenology,n,0
phrontistery,n,0
phthalic_acid,n,0
phthalic_anhydride,n,0
phthisis,n,0
phycobilin,n,0
phycocyanin,n,0
phycoerythrin,n,0
phycology,n,0
phycomycosis,n,0
phylactery,n,0
phyle,n,0
phyletic,a,0
phylliform,a,0
phyllo,n,0
phylloclad,n,0
phylloclade,n,0
phyllode,n,0
phyllodial,a,0
phylloquinone,n,0
phylogenesis,n,0
phylogenetic,a,0
phylogenetic_relation,n,-0.31712
phylogenetically,r,0
phylogeny,n,0
phylum,n,0
phylum_Acanthocephala,n,0
phylum_Annelida,n,0
phylum_Arthropoda,n,0
phylum_Aschelminthes,n,0
phylum_Brachiopoda,n,0
phylum_Bryozoa,n,0
phylum_Chaetognatha,n,0
phylum_Chordata,n,0
phylum_Cnidaria,n,0
phylum_Coelenterata,n,0
phylum_Cryptophyta,n,0
phylum_Ctenophora,n,0
phylum_Cycliophora,n,0
phylum_Echinodermata,n,0
phylum_Ectoprocta,n,0
phylum_Entoprocta,n,0
phylum_Mollusca,n,0
phylum_Nematoda,n,0
phylum_Nemertea,n,0
phylum_Nemertina,n,0
phylum_Phoronida,n,0
phylum_Platyhelminthes,n,0
phylum_Pogonophora,n,0
phylum_Porifera,n,0
phylum_Protozoa,n,0
phylum_Pyrrophyta,n,0
phylum_Rotifera,n,0
phylum_Sipuncula,n,0
physa,n,0
physiatrics,n,0
physic,n,0
physic_nut,n,0
physical,a,0
physical_ability,n,0
physical_anthropology,n,0
physical_attraction,n,0
physical_body,n,0
physical_change,n,0
physical_chemistry,n,0
physical_composition,n,0
physical_condition,n,0
physical_contact,n,-0.31712
physical_education,n,0
physical_entity,n,0
physical_exercise,n,0
physical_exertion,n,0
physical_fitness,n,-0.31712
physical_geography,n,0
physical_object,n,0
physical_pendulum,n,0
physical_phenomenon,n,0
physical_process,n,0
physical_property,n,0
physical_rehabilitation,n,0
physical_restoration,n,0
physical_science,n,0
physical_structure,n,0
physical_therapist,n,0
physical_therapy,n,0
physical_topology,n,0
physical_value,n,0
physicalism,n,0
physicality,n,0
physically,r,0
physicalness,n,0
physician,n,0
physician-assisted_suicide,n,0
physician-patient_privilege,n,0
physicist,n,0
physicochemical,a,0
physics,n,0
physics_department,n,0
physics_lab,n,0
physics_laboratory,n,0
physiognomy,n,0
physiography,n,0
physiologic,a,0
physiological,a,0
physiological_anatomy,n,0
physiological_condition,n,0
physiological_jaundice_of_the_newborn,n,0
physiological_nystagmus,n,0
physiological_property,n,0
physiological_psychology,n,0
physiological_reaction,n,0
physiological_sphincter,n,0
physiological_state,n,0
physiologically,r,0
physiologist,n,0
physiology,n,0
physiotherapeutic,a,0
physiotherapist,n,0
physiotherapy,n,0
physique,n,0
physostegia,n,0
physostigmine,n,0
phytelephas,n,0
phytochemical,n,0
phytochemist,n,0
phytochemistry,n,0
phytohormone,n,0
phytologist,n,0
phytology,n,0
phytonadione,n,0
phytophagic,a,0
phytophagous,a,0
phytophilous,a,0
phytoplankton,n,0
phytotherapy,n,0
phytotoxin,n,0
pi,n,0
pi-meson,n,0
pia,n,0
pia_mater,n,0
piaffe,n,0
pianism,n,0
pianissimo,a,0
pianissimo,n,0
pianissimo,r,0
pianissimo_assai,a,0
pianist,n,0
pianistic,a,0
piano,a,0
piano,n,0
piano,r,0
piano_accordion,n,0
piano_action,n,0
piano_damper,n,0
piano_keyboard,n,0
piano_lesson,n,0
piano_maker,n,0
piano_music,n,0
piano_player,n,0
piano_sonata,n,0
piano_stool,n,0
piano_teacher,n,0
piano_tuner,n,0
piano_wire,n,0
pianoforte,n,0
piassava_palm,n,0
piaster,n,0
piastre,n,0
piazza,n,0
pibgorn,n,0
pibroch,n,0
pic,n,0
pica,n,0
pica-pica,n,0
pica_em,n,0
picador,n,0
picaninny,n,0
picaresque,a,0
picayune,a,0
piccalilli,n,0
piccaninny,n,0
piccolo,n,0
pichi,n,0
pichiciago,n,0
pichiciego,n,0
piciform_bird,n,0
pick,n,0
pick,v,-5.719760384
pick-me-up,n,0
pick-off,n,0
pick_apart,v,0.31712
pick_at,v,0.31712
pick_off,v,0
pick_out,v,-0.63424
pick_over,v,0
pick_up,v,0.476226580707
pick_up_the_gauntlet,v,0
pickaback,r,0
pickaback_plant,n,0
pickaninny,n,0
pickax,n,0
pickaxe,n,0
pickelhaube,n,0
picker,n,0
pickerel,n,0
pickerel_frog,n,0
pickerel_weed,n,0
pickerelweed,n,0
pickerelweed_family,n,0
picket,n,0
picket,v,0
picket_boat,n,0
picket_fence,n,0
picket_line,n,0
picket_ship,n,0
picking,n,0
pickings,n,0
pickle,n,0.95136
pickle,v,0
pickle_barrel,n,0
pickle_relish,n,0
pickled,a,0
pickled_herring,n,0
picklepuss,n,0
picknicker,n,0
pickpocket,n,0
pickup,n,0
pickup_arm,n,0
pickup_truck,n,0
picky,a,0
picnic,n,0
picnic,v,0
picnic_area,n,0
picnic_ground,n,0
picnic_ham,n,0
picnic_shoulder,n,0
picnicker,n,0
picofarad,n,0
picometer,n,0
picometre,n,0
picornavirus,n,0
picosecond,n,0
picot,n,0
picovolt,n,0
picric_acid,n,0
pictograph,n,0
pictographic,a,0
pictorial,a,0
pictorial,n,0
pictorial_matter,n,0
pictorial_representation,n,0
pictorially,r,0
pictural,a,0
picture,n,0
picture,v,-0.31712
picture_book,n,0
picture_card,n,0
picture_element,n,0
picture_frame,n,0
picture_gallery,n,0
picture_hat,n,0
picture_palace,n,0
picture_plane,n,0
picture_postcard,n,0
picture_rail,n,0
picture_show,n,0
picture_taking,n,0
picture_tube,n,0
picture_window,n,0
picture_writing,n,0
pictured,a,0
picturesque,a,0
picturesquely,r,0
picturesqueness,n,0
picturing,n,0
picul,n,0
piculet,n,0
piddle,n,0
piddle,v,-0.232417792
piddle_away,v,0.2182206464
piddling,a,0
piddock,n,0
pidgin,n,0
pie,n,0
pie-dog,n,0
pie-eyed,a,0
pie_chart,n,0
pie_crust,n,0
pie_plant,n,0
pie_shell,n,0
piebald,a,0
piece,n,0
piece,v,-6.6637124608
piece-dye,v,0
piece_de_resistance,n,0
piece_goods,n,0
piece_of_ass,n,0
piece_of_cake,n,0
piece_of_cloth,n,0
piece_of_eight,n,0
piece_of_furniture,n,0
piece_of_ground,n,0
piece_of_land,n,0
piece_of_leather,n,0
piece_of_material,n,0
piece_of_music,n,0
piece_of_paper,n,0
piece_of_tail,n,0
piece_of_work,n,0
piece_of_writing,n,0
piecemeal,a,0
piecemeal,r,0
piecework,n,0
pied,a,0
pied-a-terre,n,0
pied-billed_grebe,n,0
pied_lemming,n,0
pied_piper,n,0
piedmont,n,0
pieplant,n,0
pier,n,0
pier_arch,n,0
pier_glass,n,0
pier_mirror,n,0
pier_table,n,0
pierce,v,0
pierced,a,0
piercing,a,0
piercingly,r,0.31712
pierid,n,0
pierid_butterfly,n,0
pieta,n,0
pietism,n,0
pietistic,a,0
pietistical,a,0
piety,n,2.48832
piezo_effect,n,0
piezoelectric,a,0
piezoelectric_crystal,n,0
piezoelectric_effect,n,0
piezoelectricity,n,0
piezometer,n,0
piffle,n,0
piffle,v,0
piffling,a,0
pig,n,0
pig,v,0
pig's_ears,n,0
pig-a-back,r,0
pig-headedly,r,0.31712
pig-sized,a,0
pig_bed,n,0
pig_farm,n,0
pig_iron,n,0
pig_it,v,0
pig_laurel,n,0
pig_lead,n,0
pig_out,v,0
pigboat,n,0
pigeon,n,0
pigeon-breasted,a,0
pigeon-pea_plant,n,0
pigeon-toed,a,0
pigeon_berry,n,0
pigeon_breast,n,0
pigeon_droppings,n,0
pigeon_guillemot,n,0
pigeon_hawk,n,0
pigeon_loft,n,0
pigeon_pea,n,0
pigeon_toes,n,0
pigeonhole,n,0
pigeonhole,v,0.31712
pigeonholing,n,0
pigfish,n,0
piggery,n,0
piggish,a,0
piggishly,r,0
piggishness,n,0
piggy,a,0
piggy,n,0
piggy_bank,n,0
piggyback,n,0
piggyback,r,0
piggyback,v,0
piggyback_plant,n,0
pigheaded,a,0
pigheadedness,n,0.31712
piglet,n,0
pigman,n,0
pigment,n,0
pigment,v,0
pigmentation,n,0
pigmy,n,0
pigmy_talinum,n,0
pignolia,n,0
pignut,n,0
pignut_hickory,n,0
pigpen,n,0
pigs'_feet,n,0
pigs'_knuckles,n,0
pigs_in_blankets,n,0
pigskin,n,0
pigsticking,n,0
pigsty,n,0
pigswill,n,0
pigtail,n,0
pigwash,n,0
pigweed,n,0
pika,n,0
pike,n,0
pike-perch,n,0
pike_perch,n,0
pikeblenny,n,0
piked_reverse_hang,n,0
piked_whale,n,0
pikestaff,n,0
pilaf,n,0
pilaff,n,0
pilar,a,0
pilar_cyst,n,0
pilary,a,0
pilaster,n,0
pilau,n,0
pilaw,n,0
pilchard,n,0
pile,n,0
pile,v,0
pile_driver,n,0
pile_dwelling,n,0
pile_up,v,0.31712
piles,n,0.0
pileup,n,0
pileus,n,0
pilewort,n,0
pilfer,v,0.923659264
pilferage,n,0
pilferer,n,0
pilgrim,n,0
pilgrim's_journey,n,0
pilgrimage,n,0
piling,n,0
pill,n,0
pill_bottle,n,0
pill_bug,n,0
pill_head,n,0
pill_pusher,n,0
pill_roller,n,0
pillage,n,-0.232417792
pillage,v,0
pillaged,a,0
